	n_pathways
ENSG00000154582	53
ENSG00000103363	53
ENSG00000011007	28
ENSG00000196628	10
ENSG00000135111	3
ENSG00000135100	3
ENSG00000275410	11
ENSG00000276194	11
ENSG00000071564	29
ENSG00000081059	28
ENSG00000148737	36
ENSG00000148516	17
ENSG00000005436	4
ENSG00000140262	29
ENSG00000133639	5
ENSG00000169131	6
ENSG00000233890	6
ENSG00000224472	6
ENSG00000137310	6
ENSG00000224941	6
ENSG00000206455	6
ENSG00000224379	6
ENSG00000234674	6
ENSG00000163159	3
ENSG00000108788	3
ENSG00000134827	9
ENSG00000185339	11
ENSG00000010671	45
ENSG00000120438	20
ENSG00000292177	3
ENSG00000124557	3
ENSG00000119913	3
ENSG00000169679	18
ENSG00000184786	4
ENSG00000275368	4
ENSG00000146425	8
ENSG00000139372	16
ENSG00000241186	5
ENSG00000225366	3
ENSG00000151790	3
ENSG00000262635	3
ENSG00000159251	20
ENSG00000167815	14
ENSG00000187079	15
ENSG00000197905	17
ENSG00000007866	12
ENSG00000135605	10
ENSG00000109927	3
ENSG00000156970	28
ENSG00000120156	7
ENSG00000147601	28
ENSG00000132604	28
ENSG00000164362	13
ENSG00000107140	4
ENSG00000091513	15
ENSG00000108064	8
ENSG00000137203	34
ENSG00000008196	15
ENSG00000087510	23
ENSG00000175745	4
ENSG00000185551	9
ENSG00000198176	52
ENSG00000114126	48
ENSG00000292217	3
ENSG00000068323	3
ENSG00000160182	4
ENSG00000160180	4
ENSG00000003436	4
ENSG00000106327	3
ENSG00000072274	30
ENSG00000163235	49
ENSG00000105329	52
ENSG00000092969	14
ENSG00000119699	12
ENSG00000143768	7
ENSG00000120708	2
ENSG00000106799	23
ENSG00000163513	23
ENSG00000069702	18
ENSG00000112578	4
ENSG00000177426	9
ENSG00000092295	3
ENSG00000285348	3
ENSG00000180176	4
ENSG00000178726	4
ENSG00000137801	25
ENSG00000186340	12
ENSG00000169231	3
ENSG00000100300	5
ENSG00000113296	3
ENSG00000159450	3
ENSG00000172009	4
ENSG00000090534	3
ENSG00000126351	9
ENSG00000151090	9
ENSG00000151365	10
ENSG00000154096	3
ENSG00000116001	5
ENSG00000151923	5
ENSG00000156299	32
ENSG00000102265	20
ENSG00000035862	10
ENSG00000100234	4
ENSG00000108561	18
ENSG00000277401	25
ENSG00000104067	25
ENSG00000167900	9
ENSG00000166548	4
ENSG00000163931	11
ENSG00000105376	5
ENSG00000196781	19
ENSG00000065717	10
ENSG00000140332	13
ENSG00000106829	10
ENSG00000038295	7
ENSG00000095587	7
ENSG00000137076	38
ENSG00000174125	27
ENSG00000137462	33
ENSG00000164342	24
ENSG00000136869	44
ENSG00000291420	75
ENSG00000184009	75
ENSG00000149131	16
ENSG00000187554	11
ENSG00000112333	9
ENSG00000156298	8
ENSG00000149809	8
ENSG00000160218	10
ENSG00000144747	4
ENSG00000136842	2
ENSG00000120802	24
ENSG00000184012	11
ENSG00000205542	4
ENSG00000173372	13
ENSG00000184113	9
ENSG00000163815	4
ENSG00000206439	20
ENSG00000228978	20
ENSG00000232810	20
ENSG00000204490	20
ENSG00000223952	20
ENSG00000228321	20
ENSG00000228849	20
ENSG00000230108	20
ENSG00000101470	2
ENSG00000109079	6
ENSG00000118503	16
ENSG00000173369	7
ENSG00000123610	3
ENSG00000067182	13
ENSG00000028137	9
ENSG00000114854	2
ENSG00000159173	2
ENSG00000288219	2
ENSG00000130598	2
ENSG00000129991	4
ENSG00000105048	2
ENSG00000118194	2
ENSG00000159189	7
ENSG00000288250	2
ENSG00000130595	2
ENSG00000116147	2
ENSG00000229353	2
ENSG00000229341	2
ENSG00000206258	2
ENSG00000233323	2
ENSG00000231608	2
ENSG00000236221	2
ENSG00000236236	2
ENSG00000168477	2
ENSG00000288512	7
ENSG00000159403	7
ENSG00000198900	5
ENSG00000131747	10
ENSG00000077097	5
ENSG00000284238	37
ENSG00000177302	37
ENSG00000141510	125
ENSG00000067369	17
ENSG00000143514	15
ENSG00000182326	13
ENSG00000078900	22
ENSG00000076554	4
ENSG00000111907	4
ENSG00000129167	10
ENSG00000111669	5
ENSG00000140416	3
ENSG00000198467	3
ENSG00000235696	6
ENSG00000231543	6
ENSG00000204364	6
ENSG00000226560	6
ENSG00000235017	6
ENSG00000166278	6
ENSG00000206372	6
ENSG00000143549	12
ENSG00000167460	12
ENSG00000137364	10
ENSG00000115705	4
ENSG00000134900	4
ENSG00000047410	78
ENSG00000172236	3
ENSG00000274391	5
ENSG00000125730	29
ENSG00000120798	9
ENSG00000177463	10
ENSG00000166598	19
ENSG00000056558	5
ENSG00000127191	52
ENSG00000131323	34
ENSG00000175104	78
ENSG00000171860	18
ENSG00000163017	14
ENSG00000244207	16
ENSG00000244731	16
ENSG00000206340	16
ENSG00000227746	16
ENSG00000170893	7
ENSG00000174417	7
ENSG00000163468	14
ENSG00000038382	24
ENSG00000224389	16
ENSG00000228454	16
ENSG00000236625	16
ENSG00000224639	16
ENSG00000228267	16
ENSG00000123838	10
ENSG00000144935	16
ENSG00000138741	24
ENSG00000133107	9
ENSG00000072315	9
ENSG00000137672	19
ENSG00000142185	7
ENSG00000288859	130
ENSG00000211460	3
ENSG00000165699	15
ENSG00000103197	22
ENSG00000123843	10
ENSG00000074319	19
ENSG00000134200	15
ENSG00000165409	7
ENSG00000116918	3
ENSG00000149260	2
ENSG00000128311	5
ENSG00000104522	6
ENSG00000278243	6
ENSG00000168259	4
ENSG00000106804	13
ENSG00000125482	11
ENSG00000155657	6
ENSG00000137561	4
ENSG00000118271	19
ENSG00000127824	100
ENSG00000198033	90
ENSG00000117983	16
ENSG00000172986	4
ENSG00000197405	15
ENSG00000137267	90
ENSG00000292042	2
ENSG00000261968	2
ENSG00000204880	2
ENSG00000263242	2
ENSG00000204887	2
ENSG00000262731	2
ENSG00000214518	2
ENSG00000292054	2
ENSG00000180902	3
ENSG00000206102	2
ENSG00000131462	17
ENSG00000240542	2
ENSG00000269437	4
ENSG00000232264	4
ENSG00000230430	4
ENSG00000229579	4
ENSG00000227140	4
ENSG00000235780	4
ENSG00000178952	11
ENSG00000231051	4
ENSG00000231637	4
ENSG00000228856	4
ENSG00000204954	4
ENSG00000008128	6
ENSG00000078246	3
ENSG00000234444	3
ENSG00000215343	3
ENSG00000285124	3
ENSG00000039537	5
ENSG00000100084	8
ENSG00000235376	3
ENSG00000122691	23
ENSG00000117586	4
ENSG00000121807	19
ENSG00000185303	17
ENSG00000186827	4
ENSG00000167676	6
ENSG00000074966	4
ENSG00000274070	4
ENSG00000136810	32
ENSG00000198431	27
ENSG00000105397	45
ENSG00000284733	3
ENSG00000176890	8
ENSG00000276349	4
ENSG00000274512	4
ENSG00000274611	4
ENSG00000077498	7
ENSG00000214960	5
ENSG00000112936	5
ENSG00000213967	3
ENSG00000092445	5
ENSG00000223614	3
ENSG00000011600	14
ENSG00000107165	7
ENSG00000160201	13
ENSG00000292034	2
ENSG00000212724	2
ENSG00000262862	2
ENSG00000157131	5
ENSG00000221983	449
ENSG00000170315	425
ENSG00000150991	425
ENSG00000130985	13
ENSG00000182179	21
ENSG00000077721	9
ENSG00000021852	5
ENSG00000119048	12
ENSG00000072401	93
ENSG00000131508	53
ENSG00000109332	48
ENSG00000170142	56
ENSG00000182247	4
ENSG00000132388	8
ENSG00000184787	8
ENSG00000186591	8
ENSG00000103275	80
ENSG00000176919	5
ENSG00000185651	22
ENSG00000177889	78
ENSG00000244687	56
ENSG00000169139	23
ENSG00000114062	4
ENSG00000116030	68
ENSG00000108312	9
ENSG00000154277	4
ENSG00000118939	7
ENSG00000163794	7
ENSG00000113600	5
ENSG00000109424	8
ENSG00000175567	4
ENSG00000175564	4
ENSG00000070010	21
ENSG00000102100	8
ENSG00000292209	8
ENSG00000148154	5
ENSG00000109814	5
ENSG00000169764	8
ENSG00000156096	6
ENSG00000171234	7
ENSG00000109181	6
ENSG00000275190	6
ENSG00000196620	7
ENSG00000277132	7
ENSG00000197888	7
ENSG00000174607	5
ENSG00000169344	3
ENSG00000143179	4
ENSG00000114491	4
ENSG00000187955	7
ENSG00000076248	17
ENSG00000114316	10
ENSG00000131408	25
ENSG00000183696	6
ENSG00000149823	4
ENSG00000156467	4
ENSG00000010256	4
ENSG00000140740	6
ENSG00000169021	4
ENSG00000173660	4
ENSG00000126088	3
ENSG00000188690	3
ENSG00000158773	8
ENSG00000105698	4
ENSG00000162607	4
ENSG00000149792	7
ENSG00000152818	6
ENSG00000147050	20
ENSG00000183878	3
ENSG00000198382	13
ENSG00000227686	4
ENSG00000231116	4
ENSG00000096171	4
ENSG00000224264	4
ENSG00000231945	4
ENSG00000226589	4
ENSG00000204394	4
ENSG00000125753	11
ENSG00000141968	61
ENSG00000160293	57
ENSG00000155959	5
ENSG00000162692	12
ENSG00000035403	40
ENSG00000165280	63
ENSG00000213585	16
ENSG00000165637	11
ENSG00000078668	11
ENSG00000111424	13
ENSG00000112715	29
ENSG00000173511	9
ENSG00000150630	9
ENSG00000128564	10
ENSG00000134086	28
ENSG00000092820	10
ENSG00000026025	34
ENSG00000146469	7
ENSG00000114812	7
ENSG00000106018	7
ENSG00000147852	9
ENSG00000167995	3
ENSG00000169575	2
ENSG00000196689	4
ENSG00000100749	9
ENSG00000028116	18
ENSG00000109072	22
ENSG00000110799	42
ENSG00000140105	4
ENSG00000015285	23
ENSG00000115935	19
ENSG00000106682	9
ENSG00000134825	29
ENSG00000086730	4
ENSG00000166483	18
ENSG00000109501	9
ENSG00000109685	15
ENSG00000185049	31
ENSG00000134780	8
ENSG00000125084	13
ENSG00000105989	6
ENSG00000108379	7
ENSG00000277641	7
ENSG00000277626	7
ENSG00000114251	24
ENSG00000115596	6
ENSG00000154764	6
ENSG00000188064	6
ENSG00000061492	8
ENSG00000075290	8
ENSG00000169884	9
ENSG00000085741	12
ENSG00000134245	6
ENSG00000143816	8
ENSG00000158955	9
ENSG00000276799	9
ENSG00000182093	2
ENSG00000165392	43
ENSG00000184937	13
ENSG00000100219	7
ENSG00000158125	9
ENSG00000047597	5
ENSG00000136936	8
ENSG00000154767	10
ENSG00000214756	4
ENSG00000122121	3
ENSG00000082898	66
ENSG00000073050	13
ENSG00000196584	19
ENSG00000126215	9
ENSG00000152422	16
ENSG00000184922	8
ENSG00000079246	17
ENSG00000176105	47
ENSG00000100811	22
ENSG00000166913	72
ENSG00000108953	68
ENSG00000274474	68
ENSG00000170027	61
ENSG00000128245	36
ENSG00000164924	57
ENSG00000115085	15
ENSG00000291603	15
ENSG00000168066	4
ENSG00000128016	3
ENSG00000136866	3
ENSG00000152977	5
ENSG00000043355	3
ENSG00000156925	3
ENSG00000275111	3
ENSG00000166526	3
ENSG00000147180	3
ENSG00000169714	7
ENSG00000256223	3
ENSG00000164631	3
ENSG00000105708	3
ENSG00000182141	6
ENSG00000186272	3
ENSG00000154957	3
ENSG00000157429	3
ENSG00000132010	3
ENSG00000167377	3
ENSG00000198393	3
ENSG00000198538	6
ENSG00000189180	6
ENSG00000196693	3
ENSG00000106261	3
ENSG00000075407	3
ENSG00000133742	12
ENSG00000147124	3
ENSG00000198521	3
ENSG00000279566	3
ENSG00000124459	3
ENSG00000104267	10
ENSG00000164879	2
ENSG00000167434	6
ENSG00000187792	3
ENSG00000185252	3
ENSG00000186376	3
ENSG00000162086	3
ENSG00000174990	2
ENSG00000196152	3
ENSG00000159905	3
ENSG00000131686	2
ENSG00000213973	3
ENSG00000168748	2
ENSG00000159885	3
ENSG00000196418	3
ENSG00000107159	6
ENSG00000172262	5
ENSG00000125846	3
ENSG00000176293	3
ENSG00000196646	6
ENSG00000197008	3
ENSG00000196387	3
ENSG00000131127	6
ENSG00000166478	7
ENSG00000277258	16
ENSG00000278644	16
ENSG00000109906	7
ENSG00000121060	39
ENSG00000116809	10
ENSG00000074410	2
ENSG00000179909	3
ENSG00000204920	3
ENSG00000147117	3
ENSG00000234127	4
ENSG00000228881	4
ENSG00000230230	4
ENSG00000231641	4
ENSG00000137313	4
ENSG00000234046	4
ENSG00000231002	4
ENSG00000226060	4
ENSG00000105497	3
ENSG00000141837	6
ENSG00000167384	3
ENSG00000125352	4
ENSG00000096654	3
ENSG00000148408	3
ENSG00000136870	3
ENSG00000198315	3
ENSG00000005801	3
ENSG00000151067	13
ENSG00000285479	13
ENSG00000121741	17
ENSG00000010539	3
ENSG00000166261	3
ENSG00000122386	3
ENSG00000160321	3
ENSG00000157388	12
ENSG00000085644	3
ENSG00000149050	3
ENSG00000149054	3
ENSG00000171940	13
ENSG00000178386	3
ENSG00000267680	6
ENSG00000256294	3
ENSG00000167380	3
ENSG00000198216	6
ENSG00000131115	3
ENSG00000062370	3
ENSG00000159882	3
ENSG00000170385	5
ENSG00000158014	5
ENSG00000115194	5
ENSG00000284588	3
ENSG00000103310	3
ENSG00000188372	3
ENSG00000081248	5
ENSG00000204580	2
ENSG00000223680	2
ENSG00000215522	2
ENSG00000229767	2
ENSG00000230456	2
ENSG00000234078	2
ENSG00000137332	2
ENSG00000157193	9
ENSG00000162399	3
ENSG00000153956	6
ENSG00000132676	7
ENSG00000067191	15
ENSG00000116218	2
ENSG00000165995	22
ENSG00000159388	6
ENSG00000130508	8
ENSG00000167535	15
ENSG00000116127	17
ENSG00000115275	27
ENSG00000239305	6
ENSG00000167552	97
ENSG00000125618	5
ENSG00000182389	8
ENSG00000115590	6
ENSG00000121966	26
ENSG00000163251	17
ENSG00000171951	4
ENSG00000156983	9
ENSG00000114738	36
ENSG00000145050	4
ENSG00000187555	24
ENSG00000075785	38
ENSG00000178537	4
ENSG00000169282	3
ENSG00000163950	10
ENSG00000173141	7
ENSG00000118004	9
ENSG00000277276	4
ENSG00000089723	4
ENSG00000145882	4
ENSG00000173621	3
ENSG00000084774	4
ENSG00000167397	4
ENSG00000167842	18
ENSG00000181625	8
ENSG00000130311	3
ENSG00000006625	5
ENSG00000141034	4
ENSG00000100162	21
ENSG00000075188	92
ENSG00000197343	3
ENSG00000113532	11
ENSG00000139579	3
ENSG00000275165	3
ENSG00000274129	3
ENSG00000274672	3
ENSG00000278605	3
ENSG00000273896	3
ENSG00000274796	3
ENSG00000170892	3
ENSG00000274078	3
ENSG00000278712	3
ENSG00000278622	3
ENSG00000153885	5
ENSG00000187742	4
ENSG00000288146	5
ENSG00000184967	5
ENSG00000159063	9
ENSG00000144481	4
ENSG00000169696	3
ENSG00000168569	4
ENSG00000198925	5
ENSG00000140718	3
ENSG00000170522	8
ENSG00000135974	3
ENSG00000136982	6
ENSG00000179958	3
ENSG00000115648	4
ENSG00000116455	6
ENSG00000182858	9
ENSG00000130818	3
ENSG00000007255	10
ENSG00000067365	3
ENSG00000128965	8
ENSG00000204922	4
ENSG00000150244	4
ENSG00000166012	11
ENSG00000119487	32
ENSG00000124795	9
ENSG00000108771	3
ENSG00000101247	4
ENSG00000184831	3
ENSG00000136986	19
ENSG00000277025	5
ENSG00000276935	5
ENSG00000277923	5
ENSG00000278519	5
ENSG00000274194	5
ENSG00000278322	5
ENSG00000277733	5
ENSG00000275118	5
ENSG00000273592	5
ENSG00000125505	5
ENSG00000170791	2
ENSG00000181027	5
ENSG00000112294	5
ENSG00000103089	4
ENSG00000102886	5
ENSG00000168884	29
ENSG00000273899	4
ENSG00000278257	4
ENSG00000277808	4
ENSG00000275935	4
ENSG00000276959	4
ENSG00000105617	4
ENSG00000278516	4
ENSG00000276628	4
ENSG00000276774	4
ENSG00000278426	4
ENSG00000277457	4
ENSG00000275539	3
ENSG00000275584	3
ENSG00000274148	3
ENSG00000277177	3
ENSG00000244482	3
ENSG00000143793	3
ENSG00000096155	2
ENSG00000228760	2
ENSG00000234651	2
ENSG00000233348	2
ENSG00000227761	2
ENSG00000229524	2
ENSG00000204463	2
ENSG00000126254	4
ENSG00000138092	21
ENSG00000088876	3
ENSG00000107872	7
ENSG00000259431	4
ENSG00000142634	5
ENSG00000185515	16
ENSG00000229496	13
ENSG00000215425	13
ENSG00000225859	13
ENSG00000198563	13
ENSG00000237889	13
ENSG00000235439	13
ENSG00000230624	13
ENSG00000225073	13
ENSG00000170549	3
ENSG00000226614	5
ENSG00000206288	5
ENSG00000224399	5
ENSG00000229802	5
ENSG00000112473	5
ENSG00000227402	5
ENSG00000131652	5
ENSG00000225312	4
ENSG00000112474	4
ENSG00000228357	4
ENSG00000228712	4
ENSG00000204228	4
ENSG00000232357	4
ENSG00000130544	3
ENSG00000122741	3
ENSG00000256574	3
ENSG00000277495	3
ENSG00000230301	3
ENSG00000292245	3
ENSG00000273085	3
ENSG00000104327	2
ENSG00000197938	3
ENSG00000176281	3
ENSG00000291822	3
ENSG00000229680	3
ENSG00000227044	3
ENSG00000206467	3
ENSG00000204657	3
ENSG00000224319	3
ENSG00000206512	3
ENSG00000229185	3
ENSG00000278870	3
ENSG00000258453	3
ENSG00000183251	3
ENSG00000279012	3
ENSG00000176540	3
ENSG00000206268	31
ENSG00000204356	31
ENSG00000233801	31
ENSG00000206357	31
ENSG00000231044	31
ENSG00000229363	31
ENSG00000123095	2
ENSG00000176383	9
ENSG00000121380	6
ENSG00000281449	6
ENSG00000255346	4
ENSG00000146070	3
ENSG00000163521	11
ENSG00000131650	8
ENSG00000126243	3
ENSG00000112561	5
ENSG00000214367	17
ENSG00000101197	4
ENSG00000280789	15
ENSG00000131019	3
ENSG00000181001	3
ENSG00000272987	3
ENSG00000292252	3
ENSG00000198674	3
ENSG00000186092	3
ENSG00000180658	3
ENSG00000155249	3
ENSG00000291807	3
ENSG00000255804	3
ENSG00000162972	3
ENSG00000112425	9
ENSG00000179562	4
ENSG00000101882	4
ENSG00000134371	30
ENSG00000185803	4
ENSG00000285112	4
ENSG00000123989	5
ENSG00000134905	4
ENSG00000133135	5
ENSG00000143314	7
ENSG00000090432	9
ENSG00000136715	7
ENSG00000152193	5
ENSG00000182504	9
ENSG00000110680	9
ENSG00000204852	4
ENSG00000006831	3
ENSG00000285070	3
ENSG00000090661	4
ENSG00000100483	3
ENSG00000111058	10
ENSG00000161981	4
ENSG00000158089	4
ENSG00000163154	4
ENSG00000180801	9
ENSG00000176108	31
ENSG00000128039	16
ENSG00000120137	5
ENSG00000147316	5
ENSG00000106305	10
ENSG00000129667	7
ENSG00000126107	4
ENSG00000071205	11
ENSG00000187240	7
ENSG00000140398	12
ENSG00000128915	3
ENSG00000151883	15
ENSG00000083223	7
ENSG00000160703	26
ENSG00000141560	3
ENSG00000163029	5
ENSG00000151725	21
ENSG00000164576	12
ENSG00000127954	3
ENSG00000151576	3
ENSG00000196449	3
ENSG00000172469	5
ENSG00000119514	9
ENSG00000170468	4
ENSG00000175868	7
ENSG00000128563	4
ENSG00000162408	4
ENSG00000130309	3
ENSG00000127125	5
ENSG00000177565	61
ENSG00000139722	17
ENSG00000152455	3
ENSG00000103091	4
ENSG00000131914	2
ENSG00000083093	25
ENSG00000137513	4
ENSG00000129173	11
ENSG00000104946	4
ENSG00000179941	5
ENSG00000137941	3
ENSG00000105136	3
ENSG00000140506	9
ENSG00000198517	26
ENSG00000177542	7
ENSG00000163877	4
ENSG00000196372	7
ENSG00000141579	3
ENSG00000167394	3
ENSG00000104290	9
ENSG00000142252	10
ENSG00000181513	4
ENSG00000127989	6
ENSG00000105357	16
ENSG00000197497	3
ENSG00000127922	198
ENSG00000103264	7
ENSG00000278718	25
ENSG00000104518	25
ENSG00000086848	9
ENSG00000278216	6
ENSG00000135220	6
ENSG00000105825	4
ENSG00000143494	3
ENSG00000123607	7
ENSG00000173269	3
ENSG00000181090	18
ENSG00000116771	4
ENSG00000104361	2
ENSG00000178935	3
ENSG00000274338	3
ENSG00000133962	3
ENSG00000088756	5
ENSG00000143919	7
ENSG00000155666	4
ENSG00000152147	10
ENSG00000173517	6
ENSG00000166908	18
ENSG00000284933	17
ENSG00000050327	17
ENSG00000187736	3
ENSG00000285501	3
ENSG00000165923	3
ENSG00000124019	4
ENSG00000188818	8
ENSG00000172367	5
ENSG00000114670	5
ENSG00000178462	86
ENSG00000188295	6
ENSG00000112195	3
ENSG00000136122	6
ENSG00000168778	4
ENSG00000101901	9
ENSG00000149532	20
ENSG00000122484	3
ENSG00000105879	16
ENSG00000275074	5
ENSG00000187720	9
ENSG00000081307	9
ENSG00000172992	5
ENSG00000170260	3
ENSG00000163517	18
ENSG00000121316	8
ENSG00000153395	11
ENSG00000275079	11
ENSG00000100599	4
ENSG00000083814	3
ENSG00000104043	6
ENSG00000239865	6
ENSG00000241779	6
ENSG00000241370	6
ENSG00000239927	6
ENSG00000242726	6
ENSG00000243009	6
ENSG00000241863	6
ENSG00000176024	3
ENSG00000004948	7
ENSG00000071967	2
ENSG00000125450	92
ENSG00000113303	3
ENSG00000104723	23
ENSG00000101442	8
ENSG00000103037	3
ENSG00000274853	4
ENSG00000278619	4
ENSG00000111704	13
ENSG00000128165	7
ENSG00000146094	3
ENSG00000050730	4
ENSG00000123815	4
ENSG00000083168	9
ENSG00000185730	3
ENSG00000087299	3
ENSG00000117682	11
ENSG00000129951	5
ENSG00000282283	5
ENSG00000205744	4
ENSG00000101624	17
ENSG00000077684	3
ENSG00000162777	4
ENSG00000145284	7
ENSG00000229061	4
ENSG00000206488	4
ENSG00000137343	4
ENSG00000231257	4
ENSG00000235658	4
ENSG00000234549	4
ENSG00000223752	4
ENSG00000116729	3
ENSG00000198342	3
ENSG00000083307	4
ENSG00000149636	21
ENSG00000105948	4
ENSG00000107960	7
ENSG00000164181	5
ENSG00000122786	2
ENSG00000167653	3
ENSG00000103067	5
ENSG00000147459	8
ENSG00000113597	4
ENSG00000145451	3
ENSG00000178966	32
ENSG00000173889	27
ENSG00000089060	5
ENSG00000125779	5
ENSG00000155034	12
ENSG00000137872	5
ENSG00000172000	3
ENSG00000083067	4
ENSG00000197121	4
ENSG00000176204	3
ENSG00000115827	3
ENSG00000173157	9
ENSG00000243910	82
ENSG00000166704	3
ENSG00000292119	9
ENSG00000152082	9
ENSG00000198668	146
ENSG00000198939	3
ENSG00000142556	3
ENSG00000128298	5
ENSG00000140451	5
ENSG00000175073	4
ENSG00000163462	4
ENSG00000119508	6
ENSG00000171017	2
ENSG00000183779	3
ENSG00000148334	8
ENSG00000052723	15
ENSG00000163634	5
ENSG00000115652	8
ENSG00000163874	7
ENSG00000162174	4
ENSG00000102901	21
ENSG00000179151	3
ENSG00000166391	4
ENSG00000178971	7
ENSG00000096872	4
ENSG00000171621	7
ENSG00000278372	5
ENSG00000278259	5
ENSG00000198707	20
ENSG00000170633	11
ENSG00000172732	8
ENSG00000010361	3
ENSG00000156510	4
ENSG00000138081	7
ENSG00000177200	26
ENSG00000126883	77
ENSG00000073331	24
ENSG00000115520	4
ENSG00000107187	5
ENSG00000167107	4
ENSG00000143374	4
ENSG00000151413	4
ENSG00000175575	3
ENSG00000160991	11
ENSG00000284260	5
ENSG00000176783	5
ENSG00000120280	6
ENSG00000162923	4
ENSG00000185504	7
ENSG00000119227	4
ENSG00000128886	3
ENSG00000046889	11
ENSG00000182923	17
ENSG00000134253	4
ENSG00000118620	3
ENSG00000278780	3
ENSG00000116406	6
ENSG00000136738	24
ENSG00000099377	8
ENSG00000086544	3
ENSG00000109519	7
ENSG00000159307	2
ENSG00000107611	18
ENSG00000241839	3
ENSG00000163026	4
ENSG00000118579	12
ENSG00000160688	4
ENSG00000170962	3
ENSG00000138336	3
ENSG00000120616	7
ENSG00000189298	3
ENSG00000114107	17
ENSG00000177192	4
ENSG00000135925	6
ENSG00000131015	3
ENSG00000111981	3
ENSG00000101152	10
ENSG00000149451	8
ENSG00000185774	3
ENSG00000281758	3
ENSG00000164091	6
ENSG00000100344	5
ENSG00000122912	4
ENSG00000078898	7
ENSG00000284796	3
ENSG00000100897	3
ENSG00000068120	5
ENSG00000140395	27
ENSG00000107854	16
ENSG00000108061	11
ENSG00000148848	5
ENSG00000197646	7
ENSG00000143933	146
ENSG00000110435	9
ENSG00000175592	6
ENSG00000166266	23
ENSG00000135917	4
ENSG00000111271	4
ENSG00000136295	3
ENSG00000147799	19
ENSG00000184007	3
ENSG00000144229	9
ENSG00000228263	9
ENSG00000203463	9
ENSG00000231479	9
ENSG00000232180	9
ENSG00000235336	9
ENSG00000229077	9
ENSG00000204385	9
ENSG00000206378	9
ENSG00000206396	3
ENSG00000230060	3
ENSG00000204420	3
ENSG00000224393	3
ENSG00000237459	3
ENSG00000228090	3
ENSG00000231003	3
ENSG00000118972	72
ENSG00000235452	3
ENSG00000235925	3
ENSG00000236183	3
ENSG00000228250	3
ENSG00000204421	3
ENSG00000206398	3
ENSG00000228859	3
ENSG00000154743	3
ENSG00000197614	3
ENSG00000172345	5
ENSG00000224051	2
ENSG00000144120	4
ENSG00000123810	22
ENSG00000103018	8
ENSG00000196378	3
ENSG00000111667	6
ENSG00000182871	10
ENSG00000292234	10
ENSG00000185085	3
ENSG00000160014	146
ENSG00000283009	3
ENSG00000125945	3
ENSG00000123096	3
ENSG00000122547	4
ENSG00000100523	5
ENSG00000111266	15
ENSG00000280962	15
ENSG00000179002	9
ENSG00000173662	9
ENSG00000167548	26
ENSG00000144596	6
ENSG00000006459	7
ENSG00000145391	3
ENSG00000094914	80
ENSG00000291836	80
ENSG00000114416	4
ENSG00000127337	8
ENSG00000135838	6
ENSG00000149948	5
ENSG00000111328	6
ENSG00000282844	6
ENSG00000130402	6
ENSG00000032742	13
ENSG00000131233	5
ENSG00000101162	90
ENSG00000111186	5
ENSG00000124256	12
ENSG00000197496	7
ENSG00000173826	3
ENSG00000164933	4
ENSG00000158270	6
ENSG00000196578	3
ENSG00000100836	21
ENSG00000130538	3
ENSG00000176695	3
ENSG00000179218	29
ENSG00000205683	18
ENSG00000119714	6
ENSG00000169488	3
ENSG00000291812	3
ENSG00000167822	3
ENSG00000140350	3
ENSG00000140557	14
ENSG00000176893	3
ENSG00000167332	3
ENSG00000128595	8
ENSG00000181927	3
ENSG00000181939	3
ENSG00000103148	4
ENSG00000221840	3
ENSG00000181961	3
ENSG00000181958	3
ENSG00000172772	3
ENSG00000261609	7
ENSG00000244623	3
ENSG00000284662	3
ENSG00000152495	34
ENSG00000103257	10
ENSG00000188340	3
ENSG00000196171	3
ENSG00000197454	3
ENSG00000177476	3
ENSG00000177489	3
ENSG00000196242	3
ENSG00000270647	25
ENSG00000276833	25
ENSG00000282367	5
ENSG00000174915	5
ENSG00000292002	4
ENSG00000134389	4
ENSG00000070808	66
ENSG00000164935	4
ENSG00000101294	5
ENSG00000108830	5
ENSG00000126821	4
ENSG00000285281	4
ENSG00000111371	8
ENSG00000158555	5
ENSG00000274523	5
ENSG00000138614	3
ENSG00000154370	4
ENSG00000114988	9
ENSG00000166579	18
ENSG00000239264	8
ENSG00000124749	4
ENSG00000123739	10
ENSG00000058404	64
ENSG00000171206	4
ENSG00000167118	3
ENSG00000143217	5
ENSG00000145216	20
ENSG00000101447	3
ENSG00000140157	2
ENSG00000130377	5
ENSG00000102547	3
ENSG00000108219	5
ENSG00000167513	13
ENSG00000110057	8
ENSG00000125788	5
ENSG00000139734	18
ENSG00000140941	28
ENSG00000121057	4
ENSG00000135070	5
ENSG00000166126	15
ENSG00000230742	3
ENSG00000242289	3
ENSG00000243441	3
ENSG00000243729	3
ENSG00000227137	3
ENSG00000240130	3
ENSG00000233046	3
ENSG00000112461	3
ENSG00000168131	3
ENSG00000145349	63
ENSG00000132874	3
ENSG00000107099	9
ENSG00000099866	5
ENSG00000104897	15
ENSG00000105656	32
ENSG00000281690	9
ENSG00000151388	9
ENSG00000174123	10
ENSG00000142303	9
ENSG00000251394	3
ENSG00000204692	3
ENSG00000250364	3
ENSG00000242022	3
ENSG00000229181	3
ENSG00000224487	3
ENSG00000112462	3
ENSG00000148660	64
ENSG00000173218	22
ENSG00000169871	4
ENSG00000133812	9
ENSG00000118518	12
